gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_variance,gyro_x_skew,gyro_x_kurtosis,gyro_x_rms,gyro_x_dominant_freq,gyro_x_spectral_entropy,gyro_x_energy,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_variance,gyro_y_skew,gyro_y_kurtosis,gyro_y_rms,gyro_y_dominant_freq,gyro_y_spectral_entropy,gyro_y_energy,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_variance,gyro_z_skew,gyro_z_kurtosis,gyro_z_rms,gyro_z_dominant_freq,gyro_z_spectral_entropy,gyro_z_energy,label
0.023595742747999998,0.11289505018273897,-0.494284511,0.541491151,1.035775662,0.012745292355763152,0.06726230486541844,3.5453149862579956,0.11533451968770211,70,-17.07070949658185,3325.512857898236,-0.066397266584,0.07344207510744578,-0.350677013,0.231310844,0.581987857,0.005393738396087708,0.0458770649365862,1.4015612697646036,0.09900674424459413,96,-19.83848675741745,2450.5838514786183,-0.14994852254,0.1352316805470838,-0.568854332,0.392356873,0.961211205,0.018287607423588523,0.3603960918130786,1.6606627915864882,0.2019211896644763,69,-122.06486358659295,10193.041708879351,0
11.061573199599714,32.09480378399795,-84.8753891,83.16390228271484,168.03929138271485,1030.0764299333296,-0.16116865158981752,0.4169131845788949,33.947530566794285,133,-8556563.574715082,288108707.8958581,-2.9332729710235066,21.050176273462647,-77.61476135,55.79725266,133.41201401,443.1099211438497,-0.29584719048563707,0.18760382131280995,21.253564676693337,116,-3007527.693760681,112928502.8665967,2.4283344853350366,46.1309476620713,-87.26411438,87.77506256103516,175.03917694103515,2128.0643322007613,0.12788028393902756,-0.8696396998811813,46.19481724797089,129,-16277830.59582141,533490285.1433573,1
0.29051890788866785,8.648067121183272,-28.16629219,40.42610168,68.59239387,74.78906493249114,0.14022668798618945,1.6523633868849554,8.652945519782957,215,-428669.75361487054,18943660.801783495,-3.022869026747515,4.697244296726663,-31.19886017,11.53279495,42.73165512,22.06410398313117,-1.814023294196351,6.652773409473673,5.5858608231856826,1,-178183.1866308537,7894346.623978381,0.07465398898409557,7.60089062240889,-24.9865036,53.08057022,78.06707381999999,57.77353825382341,1.1333359182935843,6.007773557085885,7.601257229688694,224,-315569.8393795355,14618635.214392586,1
-0.08954774899600002,0.8135100150916699,-3.376186848,2.657880783,6.034067631,0.661798544654449,-0.37141478168519787,1.9062971168372735,0.8184236946745247,2,-2181.055330039561,167454.33600117493,-0.47144806003399997,0.8728782077381906,-3.169532537,2.09296608,5.262498617,0.7619163655442358,-0.11962826193789435,-0.12862747046803458,0.9920582840005207,55,-3838.4345381360495,246044.90971351447,-0.013719385221999988,1.795090302940789,-4.499144077,7.339309692,11.838453769000001,3.2223491957120536,0.6080340163130586,0.9188829327882373,1.7951427289335307,66,-12858.379603050267,805634.3543107309,0
-0.007943144259999998,0.28132105465589513,-1.292309761,1.037601471,2.329911232,0.07914153579270515,-0.05870886380360717,3.08072985475859,0.28143317027926956,214,-168.72044068115275,19801.157333360083,0.004240970518000001,0.43008823936939783,-2.322002888,2.895367622,5.21737051,0.18497589364386843,0.6835712915805711,10.661711711573629,0.4301091483272623,104,-474.505780017477,46248.46986870075,-0.009242402549999999,0.29065540796778766,-1.561823845,1.283908248,2.8457320929999996,0.08448056618092109,-0.23760433733307493,5.20022151932327,0.2908023180544084,104,-186.50318997414595,21141.497046454337,0
-2.696791599999937e-05,0.02617809691172267,-0.105108798,0.249642357,0.354751155,0.0006852927579195441,2.3663938413885828,19.478657261199366,0.02617811080250134,13,0.20007639459308718,171.32337129700937,-0.00300686130772,0.0326608264883075,-0.219453663,0.132385731,0.35183939399999997,0.001066729586899329,-1.584150333412134,10.968106557069458,0.03279894513278122,7,0.05734305536992358,268.9427004557981,-0.002007296642,0.050577963169012315,-0.242288128,0.614149928,0.856438056,0.002558130358325966,4.390057273572286,51.056867412030655,0.05061777946665529,90,-0.881998668853525,640.5398995337375,0
-0.062371582628,0.3463147719166723,-2.447548151,1.179550767,3.6270989179999997,0.11993392124769676,-1.315953111908827,8.517933138325738,0.35188653791700836,17,-290.9612280698691,30956.03389180455,-0.0035784848600000033,0.4110625016080954,-5.29511404,2.236793041,7.531907081,0.16897238022830544,-4.312788097332386,59.689875990745975,0.411078077477015,119,-404.26883979573984,42246.296445549684,-0.10062898738199999,0.377670871425886,-2.47892952,2.86051178,5.3394413,0.14263528712358814,0.3278359831188422,16.9076632550047,0.39084713152985384,62,-375.9632547434489,38190.37005627871,0
0.058618297752000004,1.0562643910800529,-3.603584051,6.018120766,9.621704817,1.1156944638637147,1.1577099108864337,5.585879939050336,1.057889676996168,23,-3889.012531712726,279782.64217376424,-0.08339731639,1.173789542912474,-3.235859871,4.605356216,7.841216086999999,1.377781891050675,0.6445782956748367,2.4532181248503218,1.1767484877541712,50,-5422.154654213675,346184.25085793214,-0.135030777722,1.2201290217927827,-6.96787262,3.52880621,10.49667883,1.4887148298210127,-0.8955372600763074,2.5783958532471223,1.2275781607511682,50,-5738.197478626931,376737.0351883052,0
-0.018446614138,1.378638006581229,-9.220384598,9.267102242,18.487486840000003,1.9006427531902645,-0.1058386410488211,10.465645390441573,1.3787614118343392,25,-7057.515344020239,475245.7576908552,-0.3053934528619999,1.4331608986452684,-11.56195831,3.280718327,14.842676637,2.0539501614057136,-3.205302168399709,19.282454524592797,1.4653379550317696,49,-8641.042964481916,536803.8306141722,0.23487087632999998,2.1111896209040926,-11.53034782,16.18790817,27.71825599,4.457121615413166,1.9999289450151296,19.352551577552347,2.1242141944637285,51,-18463.466430451972,1128071.4859902968,0
0.085983427504,1.35238723958697,-6.642554283,6.863362789,13.505917071999999,1.8289512457976647,-0.25062581926148086,6.956738054387937,1.355117853030872,12,-7021.987475169206,459086.0989007501,-0.079838423364,1.433407641698395,-6.470755577,7.306261063,13.77701664,2.054657467279354,0.7618427324252491,6.613635926651543,1.4356293536719718,87,-7750.489853937303,515257.9102811509,-0.363352745788,1.576316256310006,-10.95811272,6.300911427,17.259024147,2.484772939907192,-2.312444551536241,14.235628820758834,1.6176520508993493,2,-10484.478356539723,654199.5394447178,0
